datlifeuid,taxakingdom,taxaphylum,taxaclass,taxaorder,taxafamily,taxagenus,taxaspecies,taxainfraspecies,taxabreed,referenceid,derived_from_graph,age_mortality_pdf_id,age_mortality_id,n,n_recaptures,title,list_cohort_period,list_mortality_type,list_source_column,list_type_x,list_sex,list_liberty,population,yearstart,yearend,Comment,embargodate,page,name,column,author_ge_sp,list_stage_timezero,age_left_truncation,age_right_censoring,list_x_units
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_high_max_LT.pdf,AL00014_Nandini_Simocephalus_high_max_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  4.5 _ 10^6 cells/ml (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3c,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_high_mean_LT.pdf,AL00014_Nandini_Simocephalus_high_mean_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  4.5 _ 10^6 cells/ml (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3c,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_high_min_LT.pdf,AL00014_Nandini_Simocephalus_high_min_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  4.5 _ 10^6 cells/ml (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3c,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_low_max_LT.pdf,AL00014_Nandini_Simocephalus_low_max_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  0.5 _ 10^6 cells/ml (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3a,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_low_mean_LT.pdf,AL00014_Nandini_Simocephalus_low_mean_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  0.5 _ 10^6 cells/ml (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3a,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_low_min_LT.pdf,AL00014_Nandini_Simocephalus_low_min_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  0.5 _ 10^6 cells/ml (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3a,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_middle_max_LT.pdf,AL00014_Nandini_Simocephalus_middle_max_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  1.5 _ 10^6 cells/ml (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3b,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_middle_mean_LT.pdf,AL00014_Nandini_Simocephalus_middle_mean_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  1.5 _ 10^6 cells/ml (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3b,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5145,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Simocephalus,vetulus,,,AL00014_Nandini,,AL00014_Nandini_Simocephalus_middle_min_LT.pdf,AL00014_Nandini_Simocephalus_middle_min_LT.csv,40,,Age-specific survival of Simocephalus vetulus in relation to food concentration of  1.5 _ 10^6 cells/ml (minimum SD),cohort,age last recorded,lx_stand,age,female,captive,"Los Reyes, Mexico",,,parthenogenetic and cloned from one individual; 25¡C; ph 7.5; continous photoperiod,,121,Fig. 3b,survivorship / age (days),Simocephalus_vetulus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_20C_max_LT.pdf,AL00015_Nandini_Brachionus_C_20C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_20C_mean_LT.pdf,AL00015_Nandini_Brachionus_C_20C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 20 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_20C_min_LT.pdf,AL00015_Nandini_Brachionus_C_20C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 20 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_30C_max_LT.pdf,AL00015_Nandini_Brachionus_C_30C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 30 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_30C_mean_LT.pdf,AL00015_Nandini_Brachionus_C_30C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 30 C (mean),cohort,age last recorded,cap_Lx_real,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_C_30C_min_LT.pdf,AL00015_Nandini_Brachionus_C_30C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Chlorella vulgaris algae at a temperature of 30 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_20C_max_LT.pdf,AL00015_Nandini_Brachionus_MC_20C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_20C_mean_LT.pdf,AL00015_Nandini_Brachionus_MC_20C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 20 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_20C_min_LT.pdf,AL00015_Nandini_Brachionus_MC_20C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 20 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_30C_max_LT.pdf,AL00015_Nandini_Brachionus_MC_30C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_30C_mean_LT.pdf,AL00015_Nandini_Brachionus_MC_30C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MC_30C_min_LT.pdf,AL00015_Nandini_Brachionus_MC_30C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_20C_max_LT.pdf,AL00015_Nandini_Brachionus_MS_20C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_20C_mean_LT.pdf,AL00015_Nandini_Brachionus_MS_20C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 20 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_20C_min_LT.pdf,AL00015_Nandini_Brachionus_MS_20C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 20 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_30C_max_LT.pdf,AL00015_Nandini_Brachionus_MS_30C_max_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 30 C (maximum SDn),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_30C_mean_LT.pdf,AL00015_Nandini_Brachionus_MS_30C_mean_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 30 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5133,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,calyciflorus,,,AL00015_Nandini,,AL00015_Nandini_Brachionus_MS_30C_min_LT.pdf,AL00015_Nandini_Brachionus_MS_30C_min_LT.csv,60,,Age-specific survival of Brachionus calycißorus fed with Microcystis aeruginosa algae single cells at a temperature of 30 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  1 _ 10^6 cells/ml; ph 7.5,,239,Fig. 7,survivorship / age (days),Brachionus_calyciflorus,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_20C_max_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_20C_max_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris vulgaris algae at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_20C_mean_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_20C_mean_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris vulgaris algae at a temperature of 20 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_20C_min_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_20C_min_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris vulgaris algae at a temperature of 20 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_30C_max_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_30C_max_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris algae at a temperature of 30 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_30C_mean_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_30C_mean_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris algae at a temperature of 30 C (mean),cohort,age last recorded,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_C_30C_min_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_C_30C_min_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Chlorella vulgaris algae at a temperature of 30 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_20C_max_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_20C_max_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa algae colonies at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_20C_mean_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_20C_mean_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa aeruginosa algae colonies at a temperature of 20 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_20C_min_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_20C_min_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa aeruginosa algae colonies at a temperature of 20 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_30C_max_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_30C_max_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_30C_mean_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_30C_mean_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (mean),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MC_30C_min_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MC_30C_min_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa algae colonies at a temperature of 30 C (minimum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
5142,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,cornuta,,,AL00015_Nandini,,AL00015_Nandini_Ceriodaphnia_1_MS_20C_max_LT.pdf,AL00015_Nandini_Ceriodaphnia_1_MS_20C_max_LT.csv,30,,Age-specific survival of Ceriodaphnia cornuta (strain 1) fed with Microcystis aeruginosa algae single cells at a temperature of 20 C (maximum SD),cohort,age-specific survival,lx_stand,age,female,captive,"Department of Zoology, University of Dehli, New Delhi, India",,,parthenogenetic and cloned from one individual; food level:  2 _ 10^6 cells/ml; ph 7.5; no measurements at day 6,,233,Fig. 1,survivorship / age (days),Ceriodaphnia_cornuta,birth/hatch,,,
